v_mps,a_deg,b_m,chi,mu,U_max,step_of_Umax,contact_len_s,max_overlap_m,UW_max
3.0,-54.0,0.00426136,4.0,0.47,0.043651017206157,34600.0,7e-05,2.3593269173380335e-05,0.1332918546157948
3.0,-54.0,0.0,6.0,0.47,0.0824890545344872,33700.0,7.999999999999999e-05,2.226002617002759e-05,0.1609041356782384
3.0,0.0,0.00213068,4.0,0.225,1.260259209485261,35400.0,0.00037,0.0001865363697744,2.9143565550877217
3.0,-50.0,0.0,4.0,0.35,0.06516247862987,33700.0,7.999999999999999e-05,2.969829214904962e-05,0.1902713385820121
3.0,0.0,0.00334821,5.6,0.47,2.6999093339263824,35900.0,0.00039,0.0001976013495902,3.7453760478317144
3.0,0.0,0.0,6.0,0.4,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,6.4,0.47,0.0833246967259922,33700.0,7e-05,2.073509669688403e-05,0.1513510458867985
3.0,-54.0,0.00497159,4.0,0.47,0.0401102041411099,34900.0,7e-05,2.4596886385602063e-05,0.1224886335906606
3.0,0.0,0.00284091,4.0,0.225,1.2562751914287256,35600.0,0.00037,0.0001862826094208,2.907969458665984
3.0,-50.0,0.0,4.0,0.375,0.0700048077839282,33800.0,8.999999999999999e-05,3.184033258012489e-05,0.2063164042575418
3.0,0.0,0.0,6.0,0.425,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.00568182,4.0,0.47,0.0382415678984567,35300.0,7e-05,2.413287462218333e-05,0.1155146435238491
3.0,0.0,0.00401786,5.6,0.47,2.685253421581089,36200.0,0.0003799999999999,0.0001970493957765,3.73249588653212
3.0,-54.0,0.0,6.8,0.47,0.083331941225624,33700.0,7e-05,1.9368592914112415e-05,0.1415984992764533
3.0,0.0,0.00355114,4.0,0.225,1.2501161671581686,35800.0,0.0003599999999999,0.0001855698110143,2.896941210318657
3.0,-50.0,0.0,4.0,0.4,0.0796569808982037,33800.0,0.0001,3.414657867954404e-05,0.2366110516053508
3.0,0.0,0.0,6.0,0.45,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.0046875,5.6,0.47,2.6663403052275436,36500.0,0.00039,0.0001962683679391,3.71488586748847
3.0,-54.0,0.00639205,4.0,0.47,0.037127853570174,35800.0,5.9999999999999995e-05,2.4280934746500477e-05,0.1130989260101512
3.0,-54.0,0.0,7.2,0.47,0.0825086202901402,33700.0,7e-05,1.8342650270945785e-05,0.1316896222583979
3.0,0.0,0.00426136,4.0,0.225,1.244211807463368,36100.0,0.0003599999999999,0.0001850916890181,2.887206237306424
3.0,-50.0,0.0,4.0,0.425,0.0958145928561186,33900.0,0.0001199999999999,3.7394925687075226e-05,0.2862964850536267
3.0,0.0,0.0,6.0,0.475,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.00535714,5.6,0.47,2.646552063015402,36900.0,0.0003799999999999,0.0001954980355114,3.6977394525967737
3.0,-54.0,0.0,7.6,0.47,0.0823180264523906,33600.0,5.9999999999999995e-05,1.759809178677324e-05,0.123855751280127
3.0,-54.0,0.00710227,4.0,0.47,0.0353735355699495,36300.0,5.9999999999999995e-05,2.4213357468019087e-05,0.1076697941659316
3.0,0.0,0.00497159,4.0,0.225,1.237215854746584,36500.0,0.0003599999999999,0.000184761716056,2.876920760770319
3.0,-50.0,0.0,4.0,0.45,0.1277444028435944,34100.0,0.0001599999999999,4.532804005342658e-05,0.3830274965830531
3.0,0.0,0.0,6.0,0.5,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.00602679,5.6,0.47,2.6223576902562065,37400.0,0.0003799999999999,0.0001944875199284,3.673987077070581
3.0,-54.0,0.0,8.0,0.47,0.0836318604285402,33600.0,5.9999999999999995e-05,1.6717740311648216e-05,3.043836276167062
3.0,-54.0,0.0078125,4.0,0.47,0.0335393144739342,36900.0,5.9999999999999995e-05,2.4005191867876308e-05,0.1019095555006266
3.0,0.0,0.00568182,4.0,0.225,1.2290267601666311,36900.0,0.0003599999999999,0.0001840301437597,2.8633233186656195
3.0,-50.0,0.0,4.0,0.475,0.4069040441077077,35200.0,0.00031,9.49048578084248e-05,1.1721903884007043
3.0,0.0,0.0,6.0,0.525,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.00669643,5.6,0.47,2.5981539969224827,37800.0,0.0003799999999999,0.000193679256316,3.651885666703644
3.0,-54.0,0.0,8.4,0.47,0.0393543079577451,33700.0,0.00026,0.0001736274431902,6.043007025782048
3.0,0.0,0.00639205,4.0,0.225,1.2177247383390226,37300.0,0.0003599999999999,0.0001830476547352,2.844326659441246
3.0,-54.0,0.00852273,4.0,0.47,0.0326734797268676,37500.0,5.9999999999999995e-05,2.293656365736849e-05,0.0956360365370358
3.0,-50.0,0.0,4.0,0.5,0.6849033045971087,35200.0,0.0003599999999999,0.0001304738014843,1.8877565363837523
3.0,0.0,0.0,6.0,0.55,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.00736607,5.6,0.47,2.5701108078656376,38400.0,0.0003799999999999,0.0001926287522988,3.628819405120179
3.0,-54.0,0.0,8.8,0.47,0.0,34500.0,0.00026,0.0001739862625957,6.2578948905479095
3.0,-54.0,0.00923295,4.0,0.47,0.031470847420448,38200.0,5.9999999999999995e-05,2.2723087637437772e-05,0.0914908212790996
3.0,0.0,0.00710227,4.0,0.225,1.2083223830033778,37900.0,0.0003599999999999,0.0001824568537043,2.829396882413221
3.0,-50.0,0.0,4.0,0.525,0.695308064297862,35200.0,0.00035,0.0001319418365055,1.9122212709914643
3.0,0.0,0.0,6.0,0.575,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,9.2,0.47,0.0,33700.0,0.00026,0.0001741366788291,6.525887507084441
3.0,0.0,0.00803572,5.6,0.47,2.5400006130465935,39000.0,0.0003799999999999,0.000191468008396,3.601306571095436
3.0,-54.0,0.00994318,4.0,0.47,0.0310032960023436,38900.0,5e-05,2.353087755420369e-05,0.0870597724982142
3.0,-50.0,0.0,4.0,0.55,0.7009269920590125,35100.0,0.00035,0.0001323748297656,1.9253049689026416
3.0,0.0,0.0078125,4.0,0.225,1.1958824397513024,38400.0,0.0003599999999999,0.0001812534851722,2.8075816393168807
3.0,0.0,0.0,6.0,0.6,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,9.6,0.47,0.0,32900.0,0.00025,0.0001741628965453,6.790613675437894
3.0,0.0,0.00870536,5.6,0.47,2.508946630846657,39600.0,0.0003799999999999,0.0001900153482153,3.569693301737401
3.0,0.0,0.00852273,4.0,0.225,1.1854857181810736,39100.0,0.0003599999999999,0.0001803709413189,2.7906323357652916
3.0,-54.0,0.01065341,4.0,0.47,0.0236008068473523,39700.0,0.00025,0.0001826716982935,3.325009073003093
3.0,-50.0,0.0,4.0,0.575,0.7041196643792168,35100.0,0.00035,0.0001327345101218,1.9330013089649227
3.0,0.0,0.0,6.0,0.625,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,10.0,0.47,0.0,32200.0,0.00025,0.000174216360904,7.050302064658134
3.0,0.0,0.009375,5.6,0.47,2.4719348903876552,40300.0,0.0003799999999999,0.0001885750533465,3.5378061096988267
3.0,-50.0,0.0,4.0,0.6,0.7049206814699119,35100.0,0.0003399999999999,0.0001327757802392,1.9355758882237133
3.0,0.0,0.00923295,4.0,0.225,1.1719589678044742,39800.0,0.0003599999999999,0.0001792328478116,2.7679850728632234
3.0,-54.0,0.01136364,4.0,0.47,0.0,41200.0,0.00025,0.0001842324269714,3.3676147227436997
3.0,0.0,0.0,6.0,0.65,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,10.4,0.47,0.0,31600.0,0.00026,0.0001745752868076,7.288404142947448
3.0,0.0,0.01004464,5.6,0.47,2.439173701094715,41100.0,0.0003799999999999,0.0001871599760737,3.505506688307897
3.0,-50.0,0.0,4.0,0.625,0.7052132941605908,35100.0,0.0003399999999999,0.0001328946296501,1.9369524549116144
3.0,0.0,0.00994318,4.0,0.225,1.154664450332898,40600.0,0.0003599999999999,0.0001778550764226,2.7399985693829474
3.0,-54.0,0.01207386,4.0,0.47,0.0,40500.0,0.00025,0.0001851865636335,3.375630445777128
3.0,0.0,0.0,6.0,0.675,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,10.8,0.47,4.576631561518245e-21,28400.0,0.00026,0.000174684154137,7.551480699577765
3.0,0.0,0.01065341,4.0,0.225,1.1411589323749398,41400.0,0.0003599999999999,0.0001765227941499,2.716716700866729
3.0,0.0,0.01071429,5.6,0.47,2.3972392215885896,42000.0,0.0003799999999999,0.0001857046235576,3.4686670421677435
3.0,-54.0,0.01278409,4.0,0.47,0.0,39900.0,0.00025,0.0001854178552103,3.393570357252549
3.0,-50.0,0.0,4.0,0.65,0.7054080192137155,35100.0,0.0003399999999999,0.0001329235002373,1.9380063670487373
3.0,0.0,0.0,6.0,0.7,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,11.2,0.47,4.797187442371724e-21,27900.0,0.00026,0.0001746617954278,7.816654001936864
3.0,0.0,0.01136364,4.0,0.225,1.123258357846282,42300.0,0.0003599999999999,0.0001748753612424,2.6866320277793956
3.0,-50.0,0.0,4.0,0.675,0.705560130135304,35100.0,0.0003399999999999,0.0001329028556067,1.9388557773615096
3.0,0.0,0.01138393,5.6,0.47,2.356749592868587,42900.0,0.0003799999999999,0.000184124937134,3.4304237947683145
3.0,0.0,0.0,6.0,0.725,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.01349432,4.0,0.47,0.0,39300.0,0.00025,0.0001861003119611,3.404840851520937
3.0,-54.0,0.0,11.6,0.47,5.020215321551716e-21,27400.0,0.00025,0.00017464943174,8.072642503955514
3.0,0.0,0.01205357,5.6,0.47,2.318000846996131,43800.0,0.00037,0.0001822944265494,3.392295440535127
3.0,-50.0,0.0,4.0,0.7,0.7056864330176472,35100.0,0.0003399999999999,0.0001329732558157,1.9395604024816668
3.0,0.0,0.01207386,4.0,0.225,1.1039436833414502,43200.0,0.0003599999999999,0.000172990528286,2.653359405955507
3.0,-54.0,0.01420455,4.0,0.47,0.0,38800.0,0.00025,0.0001868077888999,3.4088668323343314
3.0,-54.0,0.0,12.0,0.47,5.2458803753713585e-21,26900.0,0.00026,0.0001749204651914,8.315607223678374
3.0,0.0,0.0,6.0,0.75,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-50.0,0.0,4.0,0.725,0.7058459806093539,35000.0,0.0003399999999999,0.000133067072952,1.9401563245589533
3.0,0.0,0.01278409,4.0,0.225,1.083372237468312,44300.0,0.0003599999999999,0.0001710701642101,2.6184262652813697
3.0,0.0,0.01272322,5.6,0.47,2.269779983222393,44900.0,0.0003799999999999,0.0001804611391269,3.347589550290282
3.0,0.0,0.0,6.0,0.775,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.01491477,4.0,0.47,0.0,38200.0,0.00025,0.0001872493736794,3.421397140325322
3.0,-54.0,0.0,12.4,0.47,5.467141173760564e-21,26500.0,0.00025,0.000174851666854,8.576931070881027
3.0,-50.0,0.0,4.0,0.75,0.7062857523272663,35000.0,0.0003399999999999,0.0001331185341264,1.940668124693559
3.0,0.0,0.01339286,5.6,0.47,2.22401139893636,46000.0,0.0003799999999999,0.0001785573088922,3.303531518413601
3.0,0.0,0.01349432,4.0,0.225,0.6726006222267275,44900.0,0.0002399999999999,0.0001290845756961,1.7220336536252123
3.0,-54.0,0.015625,4.0,0.47,0.0,37800.0,0.00026,0.0001877806059597,3.427580936716748
3.0,0.0,0.0,6.0,0.8,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.0,12.8,0.47,0.0,28600.0,0.00025,0.0001750773582135,8.821810494333798
3.0,-50.0,0.0,4.0,0.775,0.7066479739042901,35000.0,0.0003399999999999,0.0001330933259065,1.9411127669996335
3.0,0.0,0.0140625,5.6,0.47,2.179920728431758,47100.0,0.00037,0.0001764609974559,3.2604321745382054
3.0,-54.0,0.01633523,4.0,0.47,0.0,37300.0,0.00025,0.0001878088471306,3.4461690956853985
3.0,-54.0,0.0,13.2,0.47,0.0,28200.0,0.00025,0.0001750290282071,9.077285623727375
3.0,0.0,0.0,6.0,0.825,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.01420455,4.0,0.225,0.3864203434475955,45700.0,0.0001799999999999,9.178647901385284e-05,1.0347403122420418
3.0,-50.0,0.0,4.0,0.8,0.7069716822408395,35000.0,0.0003399999999999,0.0001332180099351,1.941498270703734
3.0,0.0,0.01491477,4.0,0.225,0.2798692736356054,46800.0,0.0001599999999999,7.497004963362072e-05,0.7631247645132805
3.0,0.0,0.01473215,5.6,0.47,2.130294686781145,48400.0,0.0003799999999999,0.0001744322128938,3.2124038664816403
3.0,0.0,0.0,6.0,0.85,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.01704545,4.0,0.47,0.0,36900.0,0.00025,0.0001883657319898,3.4543716887075897
3.0,-54.0,0.0,13.6,0.47,6.142222557720518e-21,25300.0,0.00025,0.0001751130565256,9.327715367273916
3.0,-50.0,0.0,4.0,0.825,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,0.0,0.0,6.0,0.875,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.015625,4.0,0.225,0.2189496604352233,48000.0,0.00014,6.407395580987352e-05,0.6033658097929827
3.0,0.0,0.01540179,5.6,0.47,2.0814316447318153,49700.0,0.00037,0.0001721624757108,3.1644178824653113
3.0,-54.0,0.01775568,4.0,0.47,0.0,36500.0,0.00025,0.0001886706175191,3.4618158844243694
3.0,-54.0,0.0,14.0,0.47,0.0,27500.0,0.00026,0.0001752880187953,9.568316314598489
3.0,-50.0,0.0,4.0,0.85,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,0.0,0.01633523,4.0,0.225,0.1766232863058678,49300.0,0.00013,5.610599986054579e-05,0.4902121679225329
3.0,0.0,0.01607143,5.6,0.47,2.0290657454150867,51100.0,0.00037,0.0001698184813722,3.1126349148069115
3.0,0.0,0.0,6.0,0.9,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,-54.0,0.01846591,4.0,0.47,0.0,36200.0,0.00025,0.000189198639552,3.465655965163526
3.0,-50.0,0.0,4.0,0.875,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,-54.0,0.0,14.4,0.47,0.0,27200.0,0.00026,0.0001753860892028,9.806616194919362
3.0,0.0,0.01704545,4.0,0.225,0.148591230121511,50800.0,0.0001199999999999,4.9629740262634864e-05,0.4142673299997139
3.0,0.0,0.0,6.0,0.925,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.01674107,5.6,0.47,1.9749959915246784,52600.0,0.00037,0.0001673727828167,3.0586728421913727
3.0,-54.0,0.01917614,4.0,0.47,0.0,35900.0,0.00025,0.0001895352035337,3.469600588845658
3.0,-54.0,0.0,14.8,0.47,0.0,26900.0,0.00026,0.0001754464452515,10.062089239552552
3.0,-50.0,0.0,4.0,0.9,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,0.0,0.0,6.0,0.95,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.01775568,4.0,0.225,0.126377547987793,52300.0,0.0001099999999999,4.491736034009653e-05,0.3535042962253506
3.0,0.0,0.01741072,5.6,0.47,1.9192998150500973,54200.0,0.00037,0.0001648942772208,3.002435517761294
3.0,-54.0,0.01988636,4.0,0.47,0.0,35600.0,0.00025,0.0001896380758983,3.481495510752332
3.0,-54.0,0.0,15.2,0.47,0.0,26600.0,0.00026,0.0001755608130909,10.301989406228596
3.0,-50.0,0.0,4.0,0.925,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,0.0,0.0,6.0,0.975,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.01846591,4.0,0.225,0.1080270994856109,54000.0,0.0001,4.099130564210948e-05,0.302859883787776
3.0,0.0,0.01808036,5.6,0.47,1.8614366220040848,55900.0,0.00037,0.000162152386419,2.943212132969158
3.0,-50.0,0.0,4.0,0.95,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,-54.0,0.02059659,4.0,0.47,0.0,35300.0,0.00025,0.0001899752402189,3.4783689925765384
3.0,-54.0,0.0,15.6,0.47,0.0,26300.0,0.00026,0.0001755020832121,10.551976309773371
3.0,0.0,0.0,6.0,1.0,3.229892300009398,35300.0,0.00039,0.00020147,3.977181710482479
3.0,0.0,0.01875,5.6,0.47,1.8020793656194185,57700.0,0.00037,0.0001593189688489,2.881620715031594
3.0,0.0,0.01917614,4.0,0.225,0.0946105771118855,55700.0,8.999999999999999e-05,3.782750350491554e-05,0.2656187536981219
3.0,-50.0,0.0,4.0,0.975,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,-54.0,0.02130682,4.0,0.47,0.0,35100.0,0.00025,0.0001900960253886,3.4853221194779733
3.0,-54.0,0.0,16.0,0.47,7.475718155423525e-21,23500.0,0.00025,0.0001752731072211,10.815091910572187
3.0,0.0,0.0,6.4,0.0,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.01941965,5.6,0.47,1.7425071168536426,59600.0,0.00037,0.0001564469224899,2.819260894875655
3.0,0.0,0.01988636,4.0,0.225,0.0826838661612861,57600.0,8.999999999999999e-05,3.5009272348719006e-05,0.2322737428102994
3.0,-54.0,0.0,16.4,0.47,7.702474845696049e-21,23200.0,0.00026,0.0001757173670307,11.027224899200831
3.0,-54.0,0.02201705,4.0,0.47,0.0,35000.0,0.00025,0.0001903233752717,3.491497202109396
3.0,-50.0,0.0,4.0,1.0,0.7072316168262739,35000.0,0.0003399999999999,0.0001332376728708,1.9417680867173976
3.0,0.0,0.0,6.4,0.025,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02008929,5.6,0.47,1.6832624270973822,61600.0,0.0003599999999999,0.0001534805318095,2.756858464671452
3.0,-46.0,0.0,4.0,0.0,0.0472242451272108,33600.0,5e-05,2.5169799624129297e-05,0.1210227402133718
3.0,0.0,0.02059659,4.0,0.225,0.0721192060759364,59600.0,7.999999999999999e-05,3.2047101146116114e-05,0.2026112077699607
3.0,-54.0,0.02272727,4.0,0.47,0.0,34800.0,0.00025,0.0001904080873974,3.496107021102767
3.0,-54.0,0.0,16.8,0.47,0.0,25500.0,0.00025,0.000175501375227,11.303229609416752
3.0,0.0,0.0,6.4,0.05,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,-46.0,0.0,4.0,0.025,0.0491205289048089,33600.0,5e-05,2.523522815385884e-05,0.1271685484798125
3.0,0.0,0.02130682,4.0,0.225,0.0639530514946778,61700.0,7.999999999999999e-05,2.85341215474251e-05,0.1795442652947205
3.0,0.0,0.02075893,5.6,0.47,1.6218479631066078,63700.0,0.00037,0.0001503310676073,2.690840839851807
3.0,-54.0,0.0234375,4.0,0.47,0.0,34700.0,0.00025,0.0001904376961611,3.500189252360794
3.0,-54.0,0.0,17.2,0.47,8.128721176983211e-21,22800.0,0.00025,0.0001756154770578,11.544703926444829
3.0,0.0,0.0,6.4,0.075,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02201705,4.0,0.225,0.0553683971830668,63900.0,7.999999999999999e-05,2.654338835953937e-05,0.155252403705376
3.0,-46.0,0.0,4.0,0.05,0.0507315774611905,33600.0,5e-05,2.531335489447742e-05,0.1326676536124877
3.0,0.0,0.02142857,5.6,0.47,1.5588317846403936,66000.0,0.0003599999999999,0.0001470740991988,2.6222157854288546
3.0,-54.0,0.0,17.6,0.47,0.0,25100.0,0.00026,0.0001757409897547,11.776078631379532
3.0,-54.0,0.02414773,4.0,0.47,0.0,34700.0,0.00025,0.0001906565486956,3.494984724603696
3.0,0.0,0.0,6.4,0.1,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02209822,5.6,0.47,1.4920510483172444,68500.0,0.00037,0.0001436787985075,2.54793087856739
3.0,-46.0,0.0,4.0,0.075,0.0522508335403371,33600.0,5e-05,2.5382560934230497e-05,0.1380055577044439
3.0,0.0,0.02272727,4.0,0.225,0.0483867828788267,66400.0,7e-05,2.361610108536291e-05,0.1354822076442484
3.0,-54.0,0.0,18.0,0.47,0.0,24900.0,0.00026,0.0001757860572793,12.011056295390524
3.0,-54.0,0.02485795,4.0,0.47,0.0,34600.0,0.00025,0.0001904144669924,3.505688577025542
3.0,0.0,0.0,6.4,0.125,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.0234375,4.0,0.225,0.0434037121564841,68900.0,5.9999999999999995e-05,2.137079606483877e-05,0.1212111100496852
3.0,0.0,0.02276786,5.6,0.47,0.3630213690215557,70200.0,0.0001599999999999,6.19589761746836e-05,0.7262369106248201
3.0,-46.0,0.0,4.0,0.1,0.0537253422055236,33600.0,5e-05,2.5449752524164815e-05,0.1432994226110034
3.0,-54.0,0.02556818,4.0,0.47,0.0,34600.0,0.00025,0.0001903808275951,3.5072777364991414
3.0,-54.0,0.0,18.4,0.47,8.787281091891571e-21,22100.0,0.00026,0.0001757998036094,12.255234104215708
3.0,0.0,0.0,6.4,0.15,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02414773,4.0,0.225,0.0385921854287799,71700.0,7e-05,1.9123329809904444e-05,0.107467432019243
3.0,0.0,0.0234375,5.6,0.47,0.146691931268605,72600.0,0.0001099999999999,3.467383514166311e-05,0.3050602972332112
3.0,-54.0,0.02627841,4.0,0.47,0.0,34600.0,0.00025,0.0001906573642052,3.5010396160283976
3.0,-46.0,0.0,4.0,0.125,0.0551750822542001,33600.0,5e-05,2.5515577130919703e-05,0.1485993401586088
3.0,-54.0,0.0,18.8,0.47,8.981957869478774e-21,22000.0,0.00025,0.0001758233294317,12.506738110100711
3.0,0.0,0.0,6.4,0.175,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02485795,4.0,0.225,0.0333986795877959,74700.0,5.9999999999999995e-05,1.6859383307390313e-05,0.0926915048049554
3.0,0.0,0.02410715,5.6,0.47,0.0915355501280709,75500.0,8.999999999999999e-05,2.5240952031681942e-05,0.1922607631041535
3.0,-46.0,0.0,4.0,0.15,0.0566102944876029,33600.0,5.9999999999999995e-05,2.5579531187786e-05,0.1539304918685887
3.0,-54.0,0.0,19.2,0.47,9.195855653403074e-21,21800.0,0.00025,0.0001756822575562,12.758464717182044
3.0,-54.0,0.02698864,4.0,0.47,0.0,34700.0,0.00025,0.0001902441374182,3.5085841496158916
3.0,0.0,0.0,6.4,0.2,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02556818,4.0,0.225,0.0292553753902092,77900.0,5.9999999999999995e-05,1.6421496778627753e-05,0.0808555129050097
3.0,0.0,0.02477679,5.6,0.47,0.0643632467467566,78800.0,7.999999999999999e-05,2.050718152935005e-05,0.1357951268725253
3.0,-54.0,0.02769886,4.0,0.47,0.0,34800.0,0.00025,0.000190093264492,3.507919057924821
3.0,-46.0,0.0,4.0,0.175,0.0580347029312472,33600.0,5.9999999999999995e-05,2.557165053533247e-05,0.1593016315144761
3.0,-54.0,0.0,19.6,0.47,9.410047611484716e-21,21600.0,0.00025,0.0001757378574454,12.997272317785894
3.0,0.0,0.0,6.4,0.225,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02544643,5.6,0.47,0.0470385429159289,82400.0,5.9999999999999995e-05,1.7076927344580883e-05,0.0994527807377557
3.0,0.0,0.02627841,4.0,0.225,0.0250657583783791,81400.0,5.9999999999999995e-05,1.5464611510123544e-05,0.0689429813272621
3.0,-46.0,0.0,4.0,0.2,0.0594499248580903,33600.0,5.9999999999999995e-05,2.5652635608511276e-05,0.1647153846310834
3.0,-54.0,0.02840909,4.0,0.47,0.0,34900.0,0.00025,0.0001903055347656,3.502314030576774
3.0,-54.0,0.0,20.0,0.47,9.624722850695594e-21,21400.0,0.00026,0.0001759352901632,13.204544406932497
3.0,0.0,0.0,6.4,0.25,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02611608,5.6,0.47,0.0352352429224424,86400.0,5.9999999999999995e-05,1.380050657699e-05,0.0745027015816956
3.0,0.0,0.02698864,4.0,0.225,0.0205107921864812,85300.0,5.9999999999999995e-05,1.421446486603653e-05,0.0560828791517994
3.0,-46.0,0.0,4.0,0.225,0.0608544250779298,33600.0,5.9999999999999995e-05,2.6696484543082405e-05,0.1701673400463821
3.0,-50.0,0.0,2.0,0.47,0.08990034337078,34700.0,0.00031,7.58731415996805e-05,0.5861503258881174
3.0,0.0,0.0,6.4,0.275,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,-54.0,0.02911932,4.0,0.47,0.0,35100.0,0.00025,0.000189793125806,3.5051825469047215
3.0,0.0,0.02769886,4.0,0.225,0.017338087597362,89500.0,5.9999999999999995e-05,1.2854772119312574e-05,0.0470942154994581
3.0,-46.0,0.0,4.0,0.25,0.0649584157981524,33700.0,7e-05,2.8259556558989096e-05,0.1833128664232983
3.0,-50.0,0.0,2.4,0.47,0.117762205070604,34800.0,0.00031,7.45348003432511e-05,0.625049337449648
3.0,0.0,0.02678572,5.6,0.47,0.0,91700.0,0.00026,0.0001661680532191,3.9084879196156233
3.0,-54.0,0.02982955,4.0,0.47,0.0,35300.0,0.00025,0.0001896063564038,3.502881744405186
3.0,0.0,0.0,6.4,0.3,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,0.0,0.02840909,4.0,0.225,0.0137323836383747,94300.0,5e-05,1.227742444224328e-05,0.0369884231070289
3.0,-46.0,0.0,4.0,0.275,0.0693204960931689,33700.0,7e-05,3.025606829830385e-05,0.1973049002558009
3.0,-50.0,0.0,2.8,0.47,0.148107248704649,34800.0,0.0003,7.309084571996416e-05,0.6597731822270126
3.0,0.0,0.02745536,5.6,0.47,0.0,93100.0,0.00026,0.0001650005974716,3.8583517704022943
3.0,0.0,0.0,6.4,0.325,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,-54.0,0.03053977,4.0,0.47,0.0,35500.0,0.00025,0.0001898001825931,3.4970990436488907
3.0,-54.0,0.03125,4.0,0.47,0.0,,0.0,0.0,0.0
3.0,-50.0,0.0,3.2,0.47,0.1788279587683586,34800.0,0.00028,7.148610028797492e-05,0.683909594112808
3.0,-46.0,0.0,4.0,0.3,0.073846240348328,33700.0,7.999999999999999e-05,3.2421868044345964e-05,0.2119576361153336
3.0,0.0,0.02911932,4.0,0.225,0.0109708328844635,99900.0,5.9999999999999995e-05,1.0789253834058573e-05,0.0292325491294297
3.0,0.0,0.028125,5.6,0.47,0.0,94600.0,0.00026,0.0001636149949657,3.820405705044645
3.0,0.0,0.0,6.4,0.35,3.781296565742174,35300.0,0.00039,0.00020375,4.171107486007062
3.0,-50.0,0.0,3.6,0.47,0.2086552352254925,34800.0,0.00026,6.974794330776718e-05,0.6972153803270993
